SA1_7DIGITCODE_2016,cluster
5103001,Inner City
5103002,Leafy Suburbs
5103007,Leafy Suburbs
5103008,Leafy Suburbs
5103009,Leafy Suburbs
5103010,Leafy Suburbs
5103011,Leafy Suburbs
5103012,Leafy Suburbs
5103013,Leafy Suburbs
5103014,Leafy Suburbs
5103015,Leafy Suburbs
5103016,Leafy Suburbs
5103017,Leafy Suburbs
5103018,Leafy Suburbs
5103101,Leafy Suburbs
5103103,Inner City
5103104,Leafy Suburbs
5103105,Leafy Suburbs
5103106,Leafy Suburbs
5103107,Inner Suburbs
5103108,Inner Suburbs
5103109,Leafy Suburbs
5103110,Leafy Suburbs
5103111,Inner City
5103112,Leafy Suburbs
5103113,Leafy Suburbs
5103114,Inner Suburbs
5103115,Leafy Suburbs
5103116,Inner City
5103117,Inner Suburbs
5103118,Inner City
5103119,Country Towns
5103120,Inner City
5103121,Leafy Suburbs
5103201,Leafy Suburbs
5103202,Inner Suburbs
5103203,Inner Suburbs
5103204,Leafy Suburbs
5103205,Leafy Suburbs
5103206,Leafy Suburbs
5103207,Inner City
5103208,Leafy Suburbs
5103209,Leafy Suburbs
5103210,Leafy Suburbs
5103211,Leafy Suburbs
5103212,Inner Suburbs
5103213,Leafy Suburbs
5103214,Leafy Suburbs
5103215,Inner City
5103216,Leafy Suburbs
5103217,Leafy Suburbs
5103218,Leafy Suburbs
5103301,Leafy Suburbs
5103302,Leafy Suburbs
5103303,Leafy Suburbs
5103304,Leafy Suburbs
5103305,Leafy Suburbs
5103306,Leafy Suburbs
5103307,Leafy Suburbs
5103309,Leafy Suburbs
5103310,Leafy Suburbs
5103311,Leafy Suburbs
5103312,Leafy Suburbs
5103313,Leafy Suburbs
5103314,Fringe-Growth
5103315,Leafy Suburbs
5103316,Leafy Suburbs
5103317,Leafy Suburbs
5103318,Leafy Suburbs
5103319,Leafy Suburbs
5103320,Leafy Suburbs
5103321,Leafy Suburbs
5103322,Leafy Suburbs
5103401,Inner Suburbs
5103402,Leafy Suburbs
5103403,Leafy Suburbs
5103404,Leafy Suburbs
5103405,Leafy Suburbs
5103406,Leafy Suburbs
5103407,Leafy Suburbs
5103408,Leafy Suburbs
5103409,Leafy Suburbs
5103410,Leafy Suburbs
5103411,Leafy Suburbs
5103412,Leafy Suburbs
5103413,Inner City
5103414,Inner Suburbs
5103415,Inner City
5103416,Leafy Suburbs
5103417,Leafy Suburbs
5103418,Leafy Suburbs
5103419,Leafy Suburbs
5103420,Leafy Suburbs
5103421,Inner Suburbs
5103422,Leafy Suburbs
5103423,Leafy Suburbs
5103424,Inner Suburbs
5103501,Leafy Suburbs
5103503,Leafy Suburbs
5103504,CBD
5103505,CBD
5103506,CBD
5103507,CBD
5103508,Inner Suburbs
5103509,Leafy Suburbs
5103510,Leafy Suburbs
5103511,Leafy Suburbs
5103512,Leafy Suburbs
5103513,Leafy Suburbs
5103514,Leafy Suburbs
5103515,Leafy Suburbs
5103516,Leafy Suburbs
5103517,Leafy Suburbs
5103518,Leafy Suburbs
5103519,Leafy Suburbs
5103520,Leafy Suburbs
5103521,Inner Suburbs
5103522,Inner City
5103523,Inner City
5103524,Inner City
5103525,Leafy Suburbs
5103526,Leafy Suburbs
5103527,Inner Suburbs
5103528,Leafy Suburbs
5103529,Leafy Suburbs
5103530,Leafy Suburbs
5103531,Leafy Suburbs
5103532,Leafy Suburbs
5103533,Leafy Suburbs
5103534,Country Towns
5103535,Leafy Suburbs
5103536,Leafy Suburbs
5103537,Leafy Suburbs
5103538,Leafy Suburbs
5103539,Inner Suburbs
5103540,Leafy Suburbs
5103541,Leafy Suburbs
5103602,Leafy Suburbs
5103603,Leafy Suburbs
5103604,Leafy Suburbs
5103605,Leafy Suburbs
5103606,Leafy Suburbs
5103608,Leafy Suburbs
5103609,Leafy Suburbs
5103610,Leafy Suburbs
5103611,Leafy Suburbs
5103612,Leafy Suburbs
5103613,Leafy Suburbs
5103614,Leafy Suburbs
5103615,Fringe-Growth
5103616,Leafy Suburbs
5103617,Leafy Suburbs
5103618,Inner Suburbs
5103619,Leafy Suburbs
5103620,Leafy Suburbs
5103621,Leafy Suburbs
5103623,Fringe-Growth
5103624,Leafy Suburbs
5103701,Inner City
5103801,Leafy Suburbs
5103802,Inner City
5103803,Inner Suburbs
5103804,Leafy Suburbs
5103805,Leafy Suburbs
5103806,Inner Suburbs
5103807,Inner Suburbs
5103808,Inner City
5103809,Inner Suburbs
5103810,Leafy Suburbs
5103811,Leafy Suburbs
5103813,Leafy Suburbs
5103814,Inner Suburbs
5103815,Leafy Suburbs
5103816,Leafy Suburbs
5103817,Leafy Suburbs
5103818,Leafy Suburbs
5103819,Leafy Suburbs
5103820,Leafy Suburbs
5103821,Leafy Suburbs
5103822,Leafy Suburbs
5103823,Leafy Suburbs
5103824,Leafy Suburbs
5103825,Leafy Suburbs
5103826,Leafy Suburbs
5103827,Leafy Suburbs
5103828,Leafy Suburbs
5103901,Leafy Suburbs
5103902,Leafy Suburbs
5103903,Inner Suburbs
5103905,Inner City
5103906,Leafy Suburbs
5103907,Leafy Suburbs
5103908,Leafy Suburbs
5103909,Inner Suburbs
5103910,Inner Suburbs
5103911,Inner Suburbs
5103912,Inner Suburbs
5103913,Leafy Suburbs
5103914,Inner City
5103915,Inner Suburbs
5103916,Leafy Suburbs
5103917,Inner Suburbs
5103918,Leafy Suburbs
5103919,Inner Suburbs
5103920,Leafy Suburbs
5103921,Leafy Suburbs
5103922,Inner Suburbs
5103923,Inner City
5103924,Inner City
5103925,Inner Suburbs
5103926,Leafy Suburbs
5103927,Leafy Suburbs
5103928,Leafy Suburbs
5103929,Inner Suburbs
5103930,Inner Suburbs
5103931,Leafy Suburbs
5103932,Leafy Suburbs
5103933,Inner Suburbs
5103934,Leafy Suburbs
5103935,Inner Suburbs
5103936,Leafy Suburbs
5103937,Leafy Suburbs
5103938,Leafy Suburbs
5103939,Leafy Suburbs
5104001,Inner Suburbs
5104002,Inner Suburbs
5104003,Leafy Suburbs
5104004,Leafy Suburbs
5104005,Leafy Suburbs
5104006,Leafy Suburbs
5104007,Leafy Suburbs
5104008,Leafy Suburbs
5104009,Leafy Suburbs
5104010,Leafy Suburbs
5104011,Leafy Suburbs
5104012,Leafy Suburbs
5104013,Leafy Suburbs
5104014,Leafy Suburbs
5104015,Inner City
5104016,Inner Suburbs
5104017,Inner Suburbs
5104018,Inner Suburbs
5104019,Leafy Suburbs
5104020,Inner Suburbs
5104021,Inner Suburbs
5104102,CBD
5104103,CBD
5104104,CBD
5104105,CBD
5104106,CBD
5104107,CBD
5104113,Inner Suburbs
5104114,Inner City
5104115,Inner City
5104116,Inner Suburbs
5104118,CBD
5104119,Leafy Suburbs
5104120,Inner City
5104122,Inner Suburbs
5104123,Inner City
5104124,Inner City
5104125,Inner Suburbs
5104127,CBD
5104128,Inner City
5104130,Inner Suburbs
5104132,Inner Suburbs
5104133,Inner City
5104134,Inner Suburbs
5104135,CBD
5104138,CBD
5104139,Inner City
5104140,Inner City
5104143,Inner City
5104145,CBD
5104146,CBD
5104147,Inner Suburbs
5104148,Inner Suburbs
5104149,CBD
5104150,CBD
5104151,CBD
5104152,CBD
5104153,CBD
5104154,Inner City
5104155,Inner City
5104156,Inner City
5104157,Inner City
5104158,Inner City
5104159,CBD
5104160,CBD
5104161,Country Towns
5104162,Inner City
5104163,CBD
5104164,CBD
5104166,CBD
5104169,Inner Suburbs
5104170,CBD
5104171,Inner City
5104172,Inner City
5104173,CBD
5104174,CBD
5104175,CBD
5104176,CBD
5104177,CBD
5104178,Inner City
5104179,Inner City
5104180,Inner City
5104181,Country Towns
5104182,Inner City
5104183,Inner City
5104184,Inner Suburbs
5104185,CBD
5104186,Inner City
5104201,Inner Suburbs
5104202,Inner Suburbs
5104203,Inner City
5104205,Inner City
5104206,Leafy Suburbs
5104207,Leafy Suburbs
5104208,Inner Suburbs
5104209,Inner Suburbs
5104210,Inner City
5104211,Leafy Suburbs
5104212,Country Towns
5104213,Leafy Suburbs
5104214,Inner City
5104215,Leafy Suburbs
5104216,Leafy Suburbs
5104217,Leafy Suburbs
5104218,Leafy Suburbs
5104219,Leafy Suburbs
5104220,Leafy Suburbs
5104221,Leafy Suburbs
5104222,Inner Suburbs
5104223,Leafy Suburbs
5104224,Leafy Suburbs
5104225,Leafy Suburbs
5104226,Leafy Suburbs
5104228,Inner City
5104229,Inner Suburbs
5104230,Leafy Suburbs
5104231,Country Towns
5104232,Inner Suburbs
5104233,Inner City
5104234,Inner Suburbs
5104235,Inner Suburbs
5104236,Inner City
5104237,Country Towns
5104238,Leafy Suburbs
5104301,Inner City
5104303,Inner City
5104304,Inner Suburbs
5104305,CBD
5104306,Inner Suburbs
5104307,Inner City
5104308,Inner City
5104310,Inner Suburbs
5104313,CBD
5104314,CBD
5104315,CBD
5104316,Inner Suburbs
5104317,Leafy Suburbs
5104318,Leafy Suburbs
5104319,Leafy Suburbs
5104320,Leafy Suburbs
5104321,Leafy Suburbs
5104322,Leafy Suburbs
5104323,Leafy Suburbs
5104324,Country Towns
5104325,Leafy Suburbs
5104326,Leafy Suburbs
5104327,Leafy Suburbs
5104328,Leafy Suburbs
5104329,Leafy Suburbs
5104330,Leafy Suburbs
5104331,Leafy Suburbs
5104332,Leafy Suburbs
5104333,Leafy Suburbs
5104334,Leafy Suburbs
5104335,Inner Suburbs
5104336,Inner City
5104337,Inner City
5104338,Leafy Suburbs
5104339,Leafy Suburbs
5104340,CBD
5104341,CBD
5104342,CBD
5104343,CBD
5104401,Leafy Suburbs
5104402,Semi-Rural
5104403,Semi-Rural
5104404,Semi-Rural
5104405,Country Towns
5104406,Country Towns
5104407,Leafy Suburbs
5104408,Semi-Rural
5104409,Country Towns
5104410,Semi-Rural
5104411,Semi-Rural
5104412,Leafy Suburbs
5104413,Leafy Suburbs
5104414,Country Towns
5104415,Leafy Suburbs
5104416,Semi-Rural
5104417,Semi-Rural
5104418,Leafy Suburbs
5104419,Semi-Rural
5104420,Fringe-Growth
5104421,Semi-Rural
5104422,Leafy Suburbs
5104423,Semi-Rural
5104424,Country Towns
5104425,Leafy Suburbs
5104426,Country Towns
5104427,Semi-Rural
5104428,Leafy Suburbs
5104429,Semi-Rural
5104430,Inner Suburbs
5104431,Leafy Suburbs
5104433,Inner Suburbs
5104435,Country Towns
5104436,Semi-Rural
5104437,Country Towns
5104501,Leafy Suburbs
5104502,Leafy Suburbs
5104503,Leafy Suburbs
5104504,Leafy Suburbs
5104505,Migrants
5104506,Migrants
5104507,Semi-Rural
5104508,Migrants
5104509,Semi-Rural
5104510,Inner Suburbs
5104511,Leafy Suburbs
5104512,Migrants
5104513,Leafy Suburbs
5104514,Leafy Suburbs
5104515,Fringe-Growth
5104516,Leafy Suburbs
5104517,Leafy Suburbs
5104518,Leafy Suburbs
5104521,Fringe-Growth
5104522,Migrants
5104523,Migrants
5104524,Fringe-Growth
5104525,Leafy Suburbs
5104527,Country Towns
5104528,Leafy Suburbs
5104529,Migrants
5104530,Fringe-Growth
5104531,Fringe-Growth
5104532,Leafy Suburbs
5104533,Fringe-Growth
5104534,Leafy Suburbs
5104535,Migrants
5104536,Semi-Rural
5104537,Inner Suburbs
5104538,Country Towns
5104539,Leafy Suburbs
5104540,Leafy Suburbs
5104541,Leafy Suburbs
5104542,Leafy Suburbs
5104543,Leafy Suburbs
5104544,Leafy Suburbs
5104545,Leafy Suburbs
5104546,Leafy Suburbs
5104547,Migrants
5104548,Migrants
5104550,Leafy Suburbs
5104551,Fringe-Growth
5104552,Fringe-Growth
5104553,Leafy Suburbs
5104554,Leafy Suburbs
5104555,Country Towns
5104556,Leafy Suburbs
5104557,CBD
5104558,Leafy Suburbs
5104560,Leafy Suburbs
5104601,Inner Suburbs
5104602,Inner Suburbs
5104603,Inner Suburbs
5104604,Inner Suburbs
5104605,Inner Suburbs
5104606,Leafy Suburbs
5104607,Leafy Suburbs
5104609,Inner Suburbs
5104610,Inner City
5104611,Inner City
5104612,Leafy Suburbs
5104613,Inner Suburbs
5104614,Inner City
5104615,Inner City
5104616,Inner Suburbs
5104617,Inner Suburbs
5104618,Inner Suburbs
5104619,Inner City
5104620,Inner Suburbs
5104621,Inner City
5104622,Inner City
5104623,Inner Suburbs
5104624,Inner Suburbs
5104625,Inner Suburbs
5104626,Inner Suburbs
5104627,Inner Suburbs
5104628,Inner City
5104701,Leafy Suburbs
5104702,Migrants
5104703,Migrants
5104704,Migrants
5104705,Migrants
5104706,Migrants
5104707,Migrants
5104708,Migrants
5104709,Migrants
5104710,Inner Suburbs
5104711,Migrants
5104712,Migrants
5104713,Migrants
5104714,Migrants
5104716,Inner Suburbs
5104717,Migrants
5104718,Migrants
5104719,Migrants
5104720,Leafy Suburbs
5104721,Migrants
5104722,Migrants
5104723,Migrants
5104724,Migrants
5104725,Migrants
5104726,Migrants
5104727,Migrants
5104728,Migrants
5104729,Inner Suburbs
5104730,Migrants
5104731,Migrants
5104732,Leafy Suburbs
5104733,Migrants
5104734,Migrants
5104735,Migrants
5104736,Fringe-Growth
5104737,Migrants
5104738,Migrants
5104739,Migrants
5104740,Migrants
5104741,Migrants
5104742,Migrants
5104743,Migrants
5104744,Country Towns
5104745,Leafy Suburbs
5104802,Migrants
5104803,Migrants
5104804,Migrants
5104805,Migrants
5104806,Migrants
5104807,Migrants
5104808,Migrants
5104809,Migrants
5104810,Migrants
5104811,Migrants
5104812,Leafy Suburbs
5104813,Migrants
5104814,Migrants
5104815,Migrants
5104816,Migrants
5104817,Migrants
5104818,Migrants
5104819,Migrants
5104820,Leafy Suburbs
5104821,Migrants
5104901,Semi-Rural
5104902,Semi-Rural
5104903,Rural
5104904,Semi-Rural
5104906,Semi-Rural
5104907,Semi-Rural
5104908,Semi-Rural
5104909,Rural
5104910,Semi-Rural
5104911,Rural
5105001,Leafy Suburbs
5105002,Semi-Rural
5105004,Semi-Rural
5105005,Semi-Rural
5105006,Semi-Rural
5105007,Leafy Suburbs
5105008,Leafy Suburbs
5105009,Leafy Suburbs
5105010,Leafy Suburbs
5105011,Semi-Rural
5105012,Leafy Suburbs
5105013,Leafy Suburbs
5105014,Leafy Suburbs
5105015,Semi-Rural
5105016,Semi-Rural
5105017,Semi-Rural
5105018,Semi-Rural
5105019,Semi-Rural
5105020,Semi-Rural
5105101,Semi-Rural
5105103,Semi-Rural
5105104,Country Towns
5105105,Country Towns
5105106,Semi-Rural
5105107,Semi-Rural
5105108,Fringe-Growth
5105109,Semi-Rural
5105111,Semi-Rural
5105112,Fringe-Growth
5105113,Semi-Rural
5105114,Semi-Rural
5105115,Semi-Rural
5105201,Rural
5105301,Semi-Rural
5105302,Semi-Rural
5105303,Semi-Rural
5105304,Semi-Rural
5105305,Semi-Rural
5105306,Semi-Rural
5105307,Semi-Rural
5105308,Semi-Rural
5105309,Semi-Rural
5105310,Semi-Rural
5105311,Semi-Rural
5105312,Semi-Rural
5105313,Semi-Rural
5105314,Semi-Rural
5105315,Rural
5105316,Semi-Rural
5105317,Semi-Rural
5105318,Semi-Rural
5105319,Semi-Rural
5105320,Semi-Rural
5105321,Semi-Rural
5105322,Semi-Rural
5105323,Semi-Rural
5105324,Semi-Rural
5105325,Semi-Rural
5105326,Semi-Rural
5105327,Semi-Rural
5105328,Semi-Rural
5105329,Semi-Rural
5105330,Leafy Suburbs
5105331,Semi-Rural
5105333,Semi-Rural
5105334,Semi-Rural
5105335,Semi-Rural
5105336,Semi-Rural
5105337,Country Towns
5105338,Semi-Rural
5105401,Semi-Rural
5105402,Country Towns
5105403,Semi-Rural
5105404,Semi-Rural
5105405,Semi-Rural
5105406,Semi-Rural
5105407,Semi-Rural
5105408,Semi-Rural
5105409,Country Towns
5105410,Country Towns
5105411,Semi-Rural
5105412,Country Towns
5105413,Country Towns
5105414,Rural
5105415,Semi-Rural
5105416,Semi-Rural
5105417,Country Towns
5105418,Semi-Rural
5105419,Country Towns
5105420,Semi-Rural
5105421,Country Towns
5105422,Semi-Rural
5105423,Semi-Rural
5105424,Semi-Rural
5105425,Semi-Rural
5105426,Semi-Rural
5105427,Semi-Rural
5105428,Semi-Rural
5105429,Country Towns
5105430,Country Towns
5105431,Country Towns
5105432,Country Towns
5105601,Migrants
5105602,Semi-Rural
5105603,Semi-Rural
5105604,Semi-Rural
5105605,Semi-Rural
5105606,Country Towns
5105607,Semi-Rural
5105608,Migrants
5105609,Semi-Rural
5105610,Migrants
5105611,Semi-Rural
5105612,Semi-Rural
5105613,Semi-Rural
5105614,Semi-Rural
5105615,Semi-Rural
5105616,Semi-Rural
5105617,Leafy Suburbs
5105618,Leafy Suburbs
5105619,Semi-Rural
5105620,Semi-Rural
5105621,Semi-Rural
5105622,Semi-Rural
5105623,Semi-Rural
5105624,Migrants
5105625,Migrants
5105626,Migrants
5105627,Leafy Suburbs
5105628,Migrants
5105629,Migrants
5105630,Migrants
5105631,Semi-Rural
5105632,Fringe-Growth
5105633,Migrants
5105634,Semi-Rural
5105635,Semi-Rural
5105636,Semi-Rural
5105637,Migrants
5105638,Semi-Rural
5105639,Semi-Rural
5105640,Migrants
5105641,Semi-Rural
5105642,Migrants
5105643,Semi-Rural
5105644,Semi-Rural
5105645,Migrants
5105646,Migrants
5105647,Migrants
5105648,Migrants
5105649,Migrants
5105651,Semi-Rural
5105701,Migrants
5105702,Migrants
5105703,Migrants
5105704,Migrants
5105707,Migrants
5105708,Migrants
5105709,Fringe-Growth
5105710,Semi-Rural
5105711,Migrants
5105712,Semi-Rural
5105713,Semi-Rural
5105715,Migrants
5105716,Migrants
5105717,Migrants
5105718,Semi-Rural
5105719,Migrants
5105720,Semi-Rural
5105721,Migrants
5105722,Migrants
5105723,Semi-Rural
5105724,Migrants
5105725,Migrants
5105727,Country Towns
5105728,Semi-Rural
5105729,Semi-Rural
5105730,Migrants
5105731,Country Towns
5105732,Rural
5105733,Fringe-Growth
5105734,Migrants
5105735,Migrants
5105736,Migrants
5105737,Semi-Rural
5105738,Migrants
5105739,Migrants
5105740,Migrants
5105741,Semi-Rural
5105802,Semi-Rural
5105803,Semi-Rural
5105804,Fringe-Growth
5105805,Country Towns
5105806,Country Towns
5105807,Country Towns
5105808,Rural
5105809,Semi-Rural
5105810,Semi-Rural
5105811,Semi-Rural
5105812,Semi-Rural
5105813,Semi-Rural
5105902,Fringe-Growth
5105905,Semi-Rural
5105906,Semi-Rural
5105909,Semi-Rural
5105910,Country Towns
5105911,Semi-Rural
5105912,Rural
5105913,Fringe-Growth
5105914,Rural
5105915,Semi-Rural
5105916,Leafy Suburbs
5105917,Semi-Rural
5105918,Semi-Rural
5105919,Semi-Rural
5105920,Semi-Rural
5105921,Fringe-Growth
5105922,Semi-Rural
5105923,Semi-Rural
5105924,Semi-Rural
5105925,Fringe-Growth
5105926,Fringe-Growth
5105927,Semi-Rural
5105928,Semi-Rural
5105929,Semi-Rural
5105930,Semi-Rural
5105932,Fringe-Growth
5105933,Semi-Rural
5105934,Fringe-Growth
5105935,Inner Suburbs
5105936,Semi-Rural
5105938,Fringe-Growth
5105939,Semi-Rural
5105940,Semi-Rural
5105941,Semi-Rural
5105942,Semi-Rural
5105943,Fringe-Growth
5105944,Semi-Rural
5105945,Semi-Rural
5105946,Semi-Rural
5105947,Semi-Rural
5105948,Semi-Rural
5105949,Semi-Rural
5105952,Fringe-Growth
5105953,Semi-Rural
5105954,Semi-Rural
5105955,Semi-Rural
5105956,Fringe-Growth
5105957,Fringe-Growth
5105959,Semi-Rural
5105960,Fringe-Growth
5105961,Fringe-Growth
5105962,Fringe-Growth
5105963,Semi-Rural
5105964,Fringe-Growth
5105965,Fringe-Growth
5105966,Semi-Rural
5105967,Fringe-Growth
5105968,Fringe-Growth
5105969,Semi-Rural
5105970,Fringe-Growth
5105971,Fringe-Growth
5105972,Fringe-Growth
5105973,Fringe-Growth
5105974,Fringe-Growth
5105976,Fringe-Growth
5105977,Fringe-Growth
5105978,Fringe-Growth
5105979,Fringe-Growth
5105980,Fringe-Growth
5105981,Fringe-Growth
5105982,Fringe-Growth
5105983,Fringe-Growth
5105984,Fringe-Growth
5105985,Fringe-Growth
5105986,Fringe-Growth
5105987,Fringe-Growth
5106001,Rural
5106002,Semi-Rural
5106003,Semi-Rural
5106004,Semi-Rural
5106005,Semi-Rural
5106006,Semi-Rural
5106007,Rural
5106008,Semi-Rural
5106102,Semi-Rural
5106104,Country Towns
5106105,Semi-Rural
5106108,Rural
5106109,Fringe-Growth
5106110,Rural
5106111,Fringe-Growth
5106112,Semi-Rural
5106113,Semi-Rural
5106201,Semi-Rural
5106202,Fringe-Growth
5106203,Semi-Rural
5106204,Semi-Rural
5106205,Semi-Rural
5106206,Semi-Rural
5106207,Fringe-Growth
5106208,Migrants
5106209,Migrants
5106210,Country Towns
5106211,Country Towns
5106212,Country Towns
5106213,Country Towns
5106214,Migrants
5106215,Country Towns
5106216,Migrants
5106217,Leafy Suburbs
5106218,Country Towns
5106219,Semi-Rural
5106220,Migrants
5106501,Remote
5106502,Semi-Rural
5106503,Rural
5106504,Semi-Rural
5106505,Rural
5106506,Rural
5106507,Semi-Rural
5106508,Inner Suburbs
5106509,Country Towns
5106510,Rural
5106511,Semi-Rural
5106512,Semi-Rural
5106513,Country Towns
5106514,Semi-Rural
5106601,Inner Suburbs
5106602,Inner Suburbs
5106603,Country Towns
5106604,Inner Suburbs
5106605,Inner Suburbs
5106606,Inner Suburbs
5106607,Country Towns
5106608,Inner Suburbs
5106609,Inner Suburbs
5106610,Leafy Suburbs
5106611,Leafy Suburbs
5106615,Leafy Suburbs
5106616,Leafy Suburbs
5106617,Inner City
5106618,Inner City
5106619,Country Towns
5106620,Migrants
5106621,Leafy Suburbs
5106622,Leafy Suburbs
5106624,Country Towns
5106625,Fringe-Growth
5106626,Semi-Rural
5106627,Semi-Rural
5106628,Semi-Rural
5106701,Semi-Rural
5106702,Country Towns
5106703,Semi-Rural
5106704,Semi-Rural
5106705,Semi-Rural
5106706,Semi-Rural
5106707,Semi-Rural
5106708,Semi-Rural
5106709,Semi-Rural
5106710,Fringe-Growth
5106711,Semi-Rural
5106712,Semi-Rural
5106713,Semi-Rural
5106714,Country Towns
5106715,Semi-Rural
5106716,Semi-Rural
5106717,Semi-Rural
5106720,Semi-Rural
5106801,Semi-Rural
5106802,Semi-Rural
5106803,Fringe-Growth
5106804,Semi-Rural
5106807,Semi-Rural
5106808,Semi-Rural
5106809,Semi-Rural
5106810,Fringe-Growth
5106811,Rural
5106812,Rural
5106813,Semi-Rural
5106814,Semi-Rural
5106815,Semi-Rural
5106816,Fringe-Growth
5106817,Semi-Rural
5106818,Fringe-Growth
5106819,Fringe-Growth
5106820,Fringe-Growth
5107001,Semi-Rural
5107002,Semi-Rural
5107003,Semi-Rural
5107004,Semi-Rural
5107005,Semi-Rural
5107006,Semi-Rural
5107007,Semi-Rural
5107008,Fringe-Growth
5107009,Semi-Rural
5107010,Semi-Rural
5107011,Semi-Rural
5107012,Semi-Rural
5107013,Semi-Rural
5107014,Semi-Rural
5107015,Semi-Rural
5107016,Semi-Rural
5107017,Semi-Rural
5107018,Semi-Rural
5107019,Semi-Rural
5107020,Semi-Rural
5107021,Semi-Rural
5107022,Semi-Rural
5107024,Semi-Rural
5107101,Semi-Rural
5107102,Semi-Rural
5107103,Semi-Rural
5107104,Semi-Rural
5107105,Semi-Rural
5107106,Semi-Rural
5107107,Semi-Rural
5107108,Semi-Rural
5107109,Semi-Rural
5107110,Semi-Rural
5107111,Semi-Rural
5107112,Semi-Rural
5107113,Semi-Rural
5107114,Semi-Rural
5107115,Semi-Rural
5107116,Semi-Rural
5107117,Semi-Rural
5107118,Fringe-Growth
5107119,Leafy Suburbs
5107120,Leafy Suburbs
5107121,Semi-Rural
5107122,Semi-Rural
5107123,Semi-Rural
5107124,Semi-Rural
5107126,Semi-Rural
5107127,Leafy Suburbs
5107128,Semi-Rural
5107129,Semi-Rural
5107130,Fringe-Growth
5107131,Leafy Suburbs
5107132,Semi-Rural
5107133,Inner Suburbs
5107134,Semi-Rural
5107135,Leafy Suburbs
5107201,Leafy Suburbs
5107202,Leafy Suburbs
5107203,Semi-Rural
5107204,Leafy Suburbs
5107205,Leafy Suburbs
5107206,Leafy Suburbs
5107207,Leafy Suburbs
5107208,Leafy Suburbs
5107209,Semi-Rural
5107210,Leafy Suburbs
5107211,Leafy Suburbs
5107212,Leafy Suburbs
5107213,Leafy Suburbs
5107214,Leafy Suburbs
5107215,Leafy Suburbs
5107216,Leafy Suburbs
5107217,Leafy Suburbs
5107218,Leafy Suburbs
5107219,Leafy Suburbs
5107220,Semi-Rural
5107221,Leafy Suburbs
5107222,Leafy Suburbs
5107223,Leafy Suburbs
5107224,Leafy Suburbs
5107225,Leafy Suburbs
5107226,Leafy Suburbs
5107227,Leafy Suburbs
5107228,Leafy Suburbs
5107229,Leafy Suburbs
5107230,Leafy Suburbs
5107231,Semi-Rural
5107232,Leafy Suburbs
5107233,Leafy Suburbs
5107234,Leafy Suburbs
5107301,Semi-Rural
5107302,Semi-Rural
5107303,Semi-Rural
5107304,Semi-Rural
5107305,Semi-Rural
5107306,Semi-Rural
5107307,Semi-Rural
5107308,Semi-Rural
5107309,Semi-Rural
5107310,Semi-Rural
5107311,Semi-Rural
5107312,Semi-Rural
5107313,Semi-Rural
5107314,Semi-Rural
5107315,Semi-Rural
5107316,Semi-Rural
5107317,Semi-Rural
5107318,Semi-Rural
5107319,Country Towns
5107320,Leafy Suburbs
5107321,Leafy Suburbs
5107322,Semi-Rural
5107323,Leafy Suburbs
5107324,Semi-Rural
5107325,Semi-Rural
5107326,Semi-Rural
5107327,Semi-Rural
5107328,Semi-Rural
5107329,Leafy Suburbs
5107330,Semi-Rural
5107331,Leafy Suburbs
5107332,Leafy Suburbs
5107334,Country Towns
5107335,Semi-Rural
5107401,Semi-Rural
5107402,Leafy Suburbs
5107403,Semi-Rural
5107404,Semi-Rural
5107405,Leafy Suburbs
5107406,Leafy Suburbs
5107407,Semi-Rural
5107408,Semi-Rural
5107409,Semi-Rural
5107410,Semi-Rural
5107411,Semi-Rural
5107412,Semi-Rural
5107413,Semi-Rural
5107414,Semi-Rural
5107415,Semi-Rural
5107416,Semi-Rural
5107417,Semi-Rural
5107418,Semi-Rural
5107419,Semi-Rural
5107420,Semi-Rural
5107421,Semi-Rural
5107501,Leafy Suburbs
5107502,Leafy Suburbs
5107503,Leafy Suburbs
5107504,Leafy Suburbs
5107505,Semi-Rural
5107506,Semi-Rural
5107507,Semi-Rural
5107508,Leafy Suburbs
5107509,Leafy Suburbs
5107510,Leafy Suburbs
5107511,Leafy Suburbs
5107512,Semi-Rural
5107513,Leafy Suburbs
5107514,Leafy Suburbs
5107515,Leafy Suburbs
5107516,Leafy Suburbs
5107517,Leafy Suburbs
5107518,Leafy Suburbs
5107519,Leafy Suburbs
5107520,Leafy Suburbs
5107521,Leafy Suburbs
5107522,Leafy Suburbs
5107523,Leafy Suburbs
5107601,Leafy Suburbs
5107602,Semi-Rural
5107603,Semi-Rural
5107604,Semi-Rural
5107606,Semi-Rural
5107607,Leafy Suburbs
5107608,Leafy Suburbs
5107609,Semi-Rural
5107611,Fringe-Growth
5107612,Fringe-Growth
5107613,Country Towns
5107614,Fringe-Growth
5107616,Fringe-Growth
5107617,Fringe-Growth
5107702,Semi-Rural
5107703,Inner Suburbs
5107704,Inner City
5107705,Inner Suburbs
5107706,Semi-Rural
5107707,Semi-Rural
5107708,Leafy Suburbs
5107709,Semi-Rural
5107710,Fringe-Growth
5107711,Fringe-Growth
5107712,Semi-Rural
5107713,Inner City
5107714,Inner Suburbs
5107715,Inner Suburbs
5107717,Semi-Rural
5107718,Leafy Suburbs
5107719,Inner City
5107720,Fringe-Growth
5107721,Semi-Rural
