sa1_7digitcode_2016,cluster
2123906,Inner Suburbs
2123907,Migrants
2123908,2123908
2123909,Country Towns
2123910,
2123911,
2123912,2123912
2123913,Inner Suburbs
2123914,Inner Suburbs
2123915,Inner Suburbs
2123916,2123916
2123918,Inner Suburbs
2123919,Migrants
2123920,2123920
2123921,Inner Suburbs
2123922,
2123923,Inner Suburbs
2123924,2123924
2123925,
2123926,Inner Suburbs
2123927,
2123928,2123928
2123929,
2123930,
2123931,Inner Suburbs
2123932,2123932
2123933,Inner Suburbs
2123934,Inner Suburbs
2123935,Migrants
2123936,2123936
2123937,Inner Suburbs
2123938,Inner Suburbs
2123939,Migrants
2123940,2123940
2123941,
2123942,Inner Suburbs
2123943,Inner Suburbs
2123944,2123944
2123945,
2123946,Inner Suburbs
2123947,Inner Suburbs
2123948,2123948
2123949,Inner Suburbs
2124001,
2124002,
2124003,
2124004,2124004
2124005,
2124006,
2124008,2124008
2124009,
2124010,Country Towns
2124011,Country Towns
2124012,2124012
2124013,
2124014,
2124015,
2124016,2124016
2124017,
2124018,
2124019,
2124020,2124020
2124021,
2124022,
2124023,
2124024,2124024
2124025,Country Towns
2124026,
2124027,
2124028,2124028
2124029,
2124030,
2124031,
2124032,2124032
2124101,
2124102,
2124103,
2124104,2124104
2124106,
2124107,
2124108,2124108
2124109,
2124110,
2124111,
2124112,2124112
2124113,Country Towns
2124114,
2124115,
2124116,2124116
2124117,Country Towns
2124118,
2124119,
2124120,2124120
2124121,
2124122,
2124123,
2124124,2124124
2124125,
2124126,
2124127,Fringe-Growth
2124128,2124128
2124129,
2124130,
2124132,2124132
2124134,Country Towns
2124135,Country Towns
2124136,2124136
2124137,Country Towns
2124138,Country Towns
2124139,
2124140,2124140
2124141,
2124142,Country Towns
2124143,
2124144,2124144
2124145,
2124146,
2124147,
2124148,2124148
2124149,Country Towns
2124150,
2124151,Fringe-Growth
2124152,2124152
2124153,Country Towns
2124154,Country Towns
2124155,
2124156,2124156
2124157,
2124158,
2124159,
2124160,2124160
2124161,
2124162,
2124201,
2124202,
2124203,Migrants
2124204,2124204
2124205,
2124206,Remote
2124207,Migrants
2124208,2124208
2124209,
2124210,Remote
2124211,Migrants
2124212,2124212
2124213,
2124214,
2124215,Migrants
2124216,2124216
2124217,
2124218,
2124219,Remote
2124220,2124220
2124221,
2124222,
2124223,
2124224,2124224
2124225,
2124227,Migrants
2124301,
2124302,
2124303,Country Towns
2124305,Country Towns
2124306,
2124307,Migrants
2124308,2124308
2124309,
2124310,
2124311,Migrants
2124312,2124312
2124313,
2124314,
2124315,Migrants
2124316,2124316
2124317,
2124318,
2124319,Migrants
2124320,2124320
2124321,
2124323,Migrants
2124324,2124324
2124325,
2124326,
2124327,Migrants
2124328,2124328
2124329,
2124330,
2124331,Migrants
2124332,2124332
2124333,
2124334,
2124335,Migrants
2124336,2124336
2124337,
2124338,
2124339,Migrants
2124340,2124340
2124341,
2124342,
2124343,Migrants
2124344,2124344
2124501,
2124502,
2124503,Migrants
2124504,2124504
2124505,
2124506,
2124507,Migrants
2124508,2124508
2124509,
2124510,Country Towns
2124511,Country Towns
2124512,2124512
2124513,
2124514,
2124515,Migrants
2124516,2124516
2124517,
2124518,
2124519,Migrants
2124520,2124520
2124521,
2124522,
2124523,Migrants
2124524,2124524
2124525,Country Towns
2124526,
2124527,Migrants
2124528,2124528
2124529,
2124530,
2124531,Migrants
2124532,2124532
2124533,
2124538,
2124539,
2124540,2124540
2124541,
2124542,
2124543,Migrants
2124544,2124544
2124545,
2124546,
2124547,Country Towns
2124548,2124548
2124601,
2124602,
2124603,Migrants
2124604,2124604
2124605,
2124606,
2124607,Migrants
2124608,2124608
2124609,
2124610,
2124611,Migrants
2124612,2124612
2124613,
2124614,
2124615,Migrants
2124616,2124616
2124617,
2124618,
2124619,Migrants
2124620,2124620
2124621,
2124622,Country Towns
2124624,2124624
2124625,
2124627,Migrants
2124628,2124628
2124629,
2124630,
2124631,Migrants
2124633,
2124634,
2124701,
2124702,
2124703,Migrants
2124704,2124704
2124705,Remote
2124706,
2124707,Migrants
2124708,2124708
2124709,
2124710,
2124711,Migrants
2124712,2124712
2124713,
2124714,
2124715,Migrants
2124716,2124716
2124717,
2124718,
2124719,Migrants
2124720,2124720
2124721,
2124722,
2124723,Migrants
2124724,2124724
2124725,
2124726,
2124727,Migrants
2124728,2124728
2124729,
2124730,
2124801,Country Towns
2124901,
2124902,
2124903,Migrants
2124904,2124904
2124905,
2124906,
2124907,Migrants
2124909,
2124910,
2124911,Migrants
2124913,
2124914,
2124915,Migrants
2124916,2124916
2124917,
2124918,
2124919,Migrants
2124920,2124920
2124921,
2124922,
2124923,Migrants
2124924,2124924
2124925,Country Towns
2124926,
2124927,Migrants
2124928,2124928
2124929,
2124930,
2124931,Migrants
2124932,2124932
2124933,
2124934,
2124936,2124936
2124937,
2124938,
2124939,Migrants
2124940,2124940
2124941,
2124942,
2124943,Migrants
2124944,2124944
2124945,
2124946,
2124947,Migrants
2124949,
2125001,Inner Suburbs
2125002,
2125003,Inner Suburbs
2125004,2125004
2125005,Inner Suburbs
2125006,
2125007,Inner Suburbs
2125008,2125008
2125009,
2125010,
2125011,Migrants
2125012,2125012
2125013,
2125014,
2125015,Migrants
2125016,2125016
2125018,Inner Suburbs
2125101,
2125102,Inner Suburbs
2125103,Country Towns
2125104,2125104
2125105,Inner Suburbs
2125106,
2125107,Country Towns
2125108,2125108
2125109,
2125110,
2125111,
2125112,2125112
2125113,
2125114,
2125115,
2125116,2125116
2125117,
2125118,Country Towns
2125119,
2125120,2125120
2125121,Inner Suburbs
2125122,Country Towns
2125123,
2125124,2125124
2125125,
2125126,
2125127,Inner Suburbs
2125128,2125128
2125401,
2125402,
2125403,Migrants
2125404,2125404
2125405,
2125406,
2125408,2125408
2125409,
2125410,
2125411,
2125412,2125412
2125413,
2125414,
2125415,
2125416,2125416
2125417,
2125419,
2125420,2125420
2125421,
2125422,
2125423,
2125424,2125424
2125425,
2125427,Fringe-Growth
2125428,2125428
2125429,
2125430,
2125431,
2125432,2125432
2125433,
2125434,
2125501,
2125502,
2125503,
2125505,
2125506,
2125507,
2125508,2125508
2125509,
2125510,
2125511,
2125512,2125512
2125513,
2125514,
2125515,
2125516,2125516
2125517,
2125518,
2125601,
2125602,
2125603,
2125604,2125604
2125605,
2125606,
2125608,2125608
2125609,
2125610,
2125611,
2125612,2125612
2125613,
2125614,
2125615,
2125616,2125616
2125617,
2125618,
2125619,Migrants
2125620,2125620
2125621,
2125622,
2125623,Country Towns
2125624,2125624
2125625,
2125626,
2125627,
2125628,2125628
2125629,
2125630,
2125631,
2125632,2125632
2125633,
2125634,
2125635,Inner Suburbs
2125636,2125636
2125637,
2125638,
2125639,Migrants
2125702,
2125703,
2125704,2125704
2125705,
2125706,
2125707,
2125708,2125708
2125709,
2125710,
2125711,
2125712,2125712
2125713,
2125714,
2125715,
2125716,2125716
2125717,Country Towns
2125718,
2125719,Migrants
2125802,
2125803,
2125804,2125804
2125805,
2125806,
2125807,Migrants
2125809,Country Towns
2125810,
2125811,
2125812,2125812
2125813,
2125814,
2125815,Migrants
2125816,2125816
2125817,
2125818,
2125819,
2125820,2125820
2125821,
2125822,
2125823,
2125824,2125824
2125825,
2125826,
2125827,
2125828,2125828
2125901,Inner Suburbs
2125902,
2125903,
2125904,2125904
2125905,
2125906,
2125907,Migrants
2125908,2125908
2125909,
2125910,
2125911,
2125912,2125912
2125913,
2125914,
2125915,
2125917,
2125918,
2125919,Migrants
2125920,2125920
2125921,
2125922,
2125923,Migrants
2125924,2125924
2125925,
2125926,
2125927,
2125928,2125928
2125929,
2125930,
2125931,Migrants
2125932,2125932
2125933,
2125934,
2125935,
2125936,2125936
2125937,
2125938,
2126002,
2126004,2126004
2126005,
2126006,Country Towns
2126007,Migrants
2126008,2126008
2126009,
2126010,
2126011,Migrants
2126012,2126012
2126013,
2126014,
2126015,
2126016,2126016
2126017,
2126018,
2126019,Migrants
2126020,2126020
2126021,Country Towns
2126022,
2126023,Migrants
2126024,2126024
2126025,
2126026,
2126027,Migrants
2126028,2126028
2126029,
2126030,
2126031,
2126032,2126032
2126033,
2126034,Inner Suburbs
2126035,Migrants
2126036,2126036
2126037,
2126038,
2126039,Country Towns
2126040,2126040
2126041,Inner Suburbs
2126042,
2126043,Migrants
2126044,2126044
2126045,
2126046,
2126047,Migrants
2126101,
2126102,
2126103,
2126104,2126104
2126105,
2126106,
2126107,Migrants
2126108,2126108
2126109,Country Towns
2126110,
2126111,
2126112,2126112
2126113,
2126114,
2126115,
2126116,2126116
2126117,
2126118,Country Towns
2126119,Migrants
2126120,2126120
2126121,
2126122,
2126123,
2126124,2126124
2126125,
2126126,
2126127,
2126128,2126128
2126129,
2126130,
2126131,
2126132,2126132
2126133,
2126134,
2126135,
2126136,2126136
2126137,
2126138,
2126139,Migrants
2126201,
2126202,
2126203,
2126204,2126204
2126205,
2126206,
2126207,
2126208,2126208
2126209,
2126210,
2126211,Migrants
2126212,2126212
2126213,
2126214,
2126215,
2126216,2126216
2126217,
2126218,
2126219,
2126220,2126220
2126221,
2126222,
2126223,
2126224,2126224
2126225,
2126226,
2126227,
2126228,2126228
2126229,
2126230,
2126231,
2126232,2126232
2126301,
2126302,Inner Suburbs
2126303,Inner Suburbs
2126304,2126304
2126305,
2126306,
2126307,
2126308,2126308
2126309,Country Towns
2126310,
2126311,
2126312,2126312
2126313,
2126314,
2126315,
2126316,2126316
2126317,
2126318,
2126319,
2126320,2126320
2126321,Country Towns
2126322,
2126323,
2126324,2126324
2126325,
2126326,
2126329,
2126330,
2126501,
2126502,
2126503,
2126504,2126504
2126505,
2126506,
2126507,
2126508,2126508
2126509,
2126510,
2126511,
2126512,2126512
2126513,
2126514,
2126515,
2126516,2126516
2126517,
2126518,
2126519,
2126520,2126520
2126521,
2126522,
2126523,
2126524,2126524
2126525,
2126526,
2126527,
2126528,2126528
2126529,
2126530,
2126531,
2126532,2126532
2126533,
2126534,
2126535,
2126536,2126536
2126537,
2126538,
2126539,
2126540,2126540
2126541,
2126542,
2126543,
2126544,2126544
2126601,
2126602,
2126606,Country Towns
2126607,
2126608,2126608
2126609,
2126611,
2126612,2126612
2126613,
2126614,
2126615,Fringe-Growth
2126616,2126616
2126617,
2126618,
2126619,Inner Suburbs
2126620,2126620
2126621,Inner Suburbs
2126622,Inner Suburbs
2126623,
2126624,2126624
2126625,
2126626,
2126627,
2126628,2126628
2126629,
2126630,
2126631,
2126632,2126632
2126633,
2126634,Country Towns
2126635,Inner Suburbs
2126636,2126636
2126637,Inner Suburbs
2126638,
2126639,
2126640,2126640
2126641,
2126642,
2126643,Fringe-Growth
2126644,2126644
2126645,
2126646,
2126647,
2126648,2126648
2126701,
2126702,
2126703,
2126704,2126704
2126705,
2126706,
2126707,
2126708,2126708
2126709,
2126710,
2126711,
2126712,2126712
2126713,
2126714,
2126715,
2126716,2126716
2126717,Country Towns
2126718,
2126719,Fringe-Growth
2126720,2126720
2126721,Inner Suburbs
2126722,
2126723,
2126724,2126724
2126725,
2126726,
2126727,
2126728,2126728
2126729,
2126730,
2126731,
2126732,2126732
2126733,
2126734,
2126735,
2126736,2126736
2126737,
2126738,
2126739,Fringe-Growth
2126740,2126740
2126741,
2126742,Country Towns
2126743,
2126744,2126744
2126745,
2126746,
2126747,
2126801,Country Towns
2126802,
2126803,
2126804,2126804
2126805,
2126806,
2126807,
2126808,2126808
2126809,
2126810,
2126811,
2126812,2126812
2126813,
2126814,
2126815,
2126816,2126816
2126817,
2126818,
2126819,
2126820,2126820
2126821,
2126822,
2126823,
2126901,
2126902,
2126903,Migrants
2126904,2126904
2126905,
2126906,
2126907,
2126908,2126908
2126909,
2126910,
2126911,Inner Suburbs
2126912,2126912
2126913,
2126914,
2126915,Country Towns
2126916,2126916
2126917,
2126918,
2126919,Migrants
2126920,2126920
2126921,
2126922,
2127001,Inner Suburbs
2127002,
2127003,
2127004,2127004
2127005,
2127006,Inner Suburbs
2127007,Inner Suburbs
2127008,2127008
2127009,Inner Suburbs
2127010,
2127011,
2127012,2127012
2127013,Inner Suburbs
2127014,Inner Suburbs
2127015,
2127016,2127016
2127017,Inner Suburbs
2127018,
2127019,Inner Suburbs
2127020,2127020
2127021,Inner Suburbs
2127022,
2127023,Inner Suburbs
2127024,2127024
2127025,
2127026,Inner Suburbs
2127027,
2127028,2127028
2127029,
2127030,
2127031,Inner Suburbs
2127032,2127032
2127033,
2127034,
2127035,Migrants
2127037,Inner Suburbs
2127038,
2127039,
2127102,Country Towns
2127103,
2127104,2127104
2127105,Inner Suburbs
2127106,Inner Suburbs
2127107,
2127108,2127108
2127109,
2127110,
2127111,
2127112,2127112
2127113,
2127114,
2127115,Inner Suburbs
2127116,2127116
2127117,
2127118,
2127119,
2127120,2127120
2127121,
2127122,
2127123,Inner Suburbs
2127124,2127124
2127125,CBD
2127126,Country Towns
2127127,
2127128,2127128
2127201,Inner Suburbs
2127202,
2127203,
2127204,2127204
2127205,
2127206,
2127207,
2127208,2127208
2127209,
2127210,
2127211,
2127212,2127212
2127213,
2127214,
2127215,
2127216,2127216
2127217,
2127218,
2127219,
2127220,2127220
2127221,
2127222,
2127223,
2127224,2127224
2127225,
2127301,
2127302,
2127303,
2127304,2127304
2127305,Country Towns
2127306,
2127307,Migrants
2127308,2127308
2127309,
2127310,
2127311,Migrants
2127312,2127312
2127313,
2127314,
2127315,Migrants
2127316,2127316
2127317,
2127318,
2127319,
2127320,2127320
2127321,
2127322,
2127323,Country Towns
2127324,2127324
2127325,
2127326,
2127327,
2127328,2127328
2127329,
2127330,
2127401,
2127402,
2127403,
2127404,2127404
2127405,
2127406,
2127407,
2127408,2127408
2127409,
2127410,
2127411,
2127412,2127412
2127413,
2127414,
2127415,
2127416,2127416
2127417,
2127418,
2127419,
2127420,2127420
2127421,
2127422,
2127423,
2127424,2127424
2127425,
2127426,
2127427,
2127428,2127428
2127429,
2127430,
2127431,
2127501,
2127502,
2127503,
2127504,2127504
2127505,
2127506,
2127507,
2127508,2127508
2127510,
2127511,
2127512,2127512
2127513,
2127514,
2127515,
2127516,2127516
2127517,
2127518,
2127519,
2127520,2127520
2127521,
2127522,
2127523,Country Towns
2127524,2127524
2127525,
2127601,
2127602,Country Towns
2127603,Country Towns
2127604,2127604
2127605,
2127606,
2127607,Country Towns
2127608,2127608
2127609,Country Towns
2127610,Country Towns
2127611,Country Towns
2127612,2127612
2127613,
2127614,Country Towns
2127615,Country Towns
2127616,2127616
2127617,
2127618,Country Towns
2127619,Country Towns
2127620,2127620
2127621,
2127622,
2127623,
2127624,2127624
2127625,
2127626,
2127627,
2127628,2127628
2127629,
2127630,
2127631,
2127632,2127632
2127633,
2127634,
2127635,
2127701,
2127702,
2127703,Country Towns
2127704,2127704
2127705,
2127706,
2127707,
2127708,2127708
2127709,
2127710,
2127711,
2127712,2127712
2127713,
2127714,
2127716,2127716
2127717,
2127718,
2127719,Country Towns
2127720,2127720
2127801,
2127803,
2127804,2127804
2127805,Country Towns
2127806,
2127807,
2127808,2127808
2127809,Country Towns
2127810,
2127811,
2127812,2127812
2127813,
2127814,
2127815,Country Towns
2127816,2127816
2127817,
2127818,
2127819,
2127820,2127820
2127821,Country Towns
2127822,
2127823,Country Towns
2127824,2127824
2127825,Country Towns
2127826,
2127827,
2127828,2127828
2127829,Inner Suburbs
2127830,Inner Suburbs
2127831,Country Towns
2127832,2127832
2127833,
2127834,
2127835,
2127836,2127836
2127837,Country Towns
2127838,Country Towns
2127839,
2127840,2127840
2127841,
2127842,
2127843,
2127844,2127844
2127845,
2127846,
2127847,
2127901,
2127902,
2127903,
2127904,2127904
2127905,
2127906,
2127907,
2127908,2127908
2127909,
2127910,
2127911,
2127912,2127912
2127913,
2127914,
2128001,
2128002,
2128003,
2128004,2128004
2128005,
2128006,
2128007,
2128008,2128008
2128009,
2128010,
2128011,
2128012,2128012
2128013,
2128014,
2128015,
2128016,2128016
2128017,
2128018,
2128101,Inner Suburbs
2128102,
2128103,Fringe-Growth
2128104,2128104
2128105,
2128106,
2128107,Fringe-Growth
2128108,2128108
2128109,
2128110,
2128111,
2128112,2128112
2128113,
2128114,
2128115,
2128116,2128116
2128117,
2128118,
2128119,
2128120,2128120
2128121,
2128122,
2128123,
2128124,2128124
2128125,
2128126,
2128127,
2128128,2128128
2128129,
2128130,
2128131,
2128132,2128132
2128133,Country Towns
2128134,
2128135,Country Towns
2128136,2128136
2128137,
2128138,
2128139,
2128140,2128140
2128141,
2128142,
2128143,
2128144,2128144
2128145,Country Towns
2128146,
2128147,
2128201,
2128202,
2128203,
2128204,2128204
2128205,
2128206,
2128207,
2128208,2128208
2128209,
2128210,
2128211,
2128212,2128212
2128213,
2128214,
2128215,
2128216,2128216
2128217,
2128218,
2128219,
2128220,2128220
2128221,
2128222,
2128223,
2128224,2128224
2128225,
2128226,
2128228,2128228
2128230,
2128232,2128232
2128301,
2128302,
2128303,
2128304,2128304
2128305,
2128306,
2128307,
2128308,2128308
2128309,
2128310,Country Towns
2128311,
2128312,2128312
2128313,
2128314,
2128315,
2128316,2128316
2128317,
2128318,
2128319,
2128320,2128320
2128321,
2128322,
2128323,
2128324,2128324
2128325,
2128326,
2128401,
2128402,
2128403,
2128404,2128404
2128405,
2128406,
2128407,
2128408,2128408
2128409,
2128410,
2128411,
2128412,2128412
2128413,
2128414,
2128415,
2128416,2128416
2128417,
2128418,
2128419,
2128420,2128420
2128421,
2128422,
2128423,
2128424,2128424
2128425,
2128426,
2128427,
2128501,
2128502,
2128503,
2128504,2128504
2128505,
2128506,
2128507,
2128508,2128508
2128509,
2128510,
2128511,
2128512,2128512
2128513,
2128514,
2128515,
2128516,2128516
2128517,Country Towns
2128518,
2128519,
2128520,2128520
2128521,
2128522,
2128523,
2128524,2128524
2128525,
2128526,
2128601,
2128602,
2128603,
2128604,2128604
2128605,
2128606,
2128607,Country Towns
2128608,2128608
2128610,Country Towns
2128612,2128612
2128613,Country Towns
2128614,
2128615,
2128616,2128616
2128617,Country Towns
2128618,Country Towns
2128619,
2128620,2128620
2128621,Country Towns
2128622,
2128623,Country Towns
2128625,Country Towns
2128626,Country Towns
2128627,Country Towns
2128628,2128628
2128629,Country Towns
2128630,Country Towns
2128631,
2128632,2128632
2128633,
2128634,
2128635,Country Towns
2128636,2128636
2128637,Country Towns
2128638,Country Towns
2128639,
2128640,2128640
2128641,
2128642,
2128643,
2128644,2128644
2128646,Country Towns
2128647,
2128648,2128648
2128649,Country Towns
2128650,
2128651,Country Towns
2128652,2128652
2128654,Country Towns
2128655,
2128656,2128656
2128657,Country Towns
2128701,Country Towns
2128702,
2128703,Country Towns
2128705,
2128706,
2128707,
2128708,2128708
2128710,Country Towns
2128711,
2128712,2128712
2128713,
2128714,
2128715,
2128716,2128716
2128717,
2128718,
2128719,Fringe-Growth
2128720,2128720
2128721,
2128722,
2128723,Fringe-Growth
2128725,
2128726,
2128801,
2128802,Country Towns
2128803,
2128804,2128804
2128805,Country Towns
2128806,Country Towns
2128807,
2128808,2128808
2128809,
2128810,
2128811,
2128812,2128812
2128813,
2128814,
2128815,Country Towns
2128816,2128816
2128817,Country Towns
2128818,
2128819,Country Towns
2128820,2128820
2128821,
2128822,
2128823,Country Towns
2128901,
2128902,
2128903,Country Towns
2128904,2128904
2128905,
2128906,
2128907,
2128908,2128908
2128909,
2128910,
2128911,
2128912,2128912
2128913,
2128914,
2128915,
2128916,2128916
2128917,
2128918,
2128919,
2128920,2128920
2128921,
2128922,
2128923,
2128924,2128924
2128925,
2128926,
2128927,
2128928,2128928
2128929,
2128930,
2128931,
2128932,2128932
2128933,
2128934,
2128935,
2128936,2128936
2128937,
2128938,
2128940,2128940
2128941,
2128942,
2128943,
2128944,2128944
2128945,
2128947,
2128948,2128948
2128949,
2128950,
2128951,
2128952,2128952
2128953,
2129001,Country Towns
2129002,
2129003,Country Towns
2129004,2129004
2129005,Country Towns
2129006,Country Towns
2129007,
2129008,2129008
2129009,Country Towns
2129010,Country Towns
2129011,Country Towns
2129012,2129012
2129013,
2129014,Country Towns
2129015,Country Towns
2129016,2129016
2129017,
2129103,Fringe-Growth
2129104,2129104
2129105,
2129109,Country Towns
2129110,
2129111,
2129112,2129112
2129113,
2129114,Country Towns
2129115,Country Towns
2129116,2129116
2129117,
2129118,
2129119,
2129121,
2129122,
2129123,Fringe-Growth
2129124,2129124
2129125,
2129126,
2129127,Fringe-Growth
2129128,2129128
2129129,
2129130,
2129131,Fringe-Growth
2129132,2129132
2129133,
2129134,
2129135,Fringe-Growth
2129136,2129136
2129137,
2129138,
2129139,Fringe-Growth
2129140,2129140
2129141,
2129142,
2129206,
2129207,Country Towns
2129208,2129208
2129209,Country Towns
2129210,
2129211,Country Towns
2129212,2129212
2129214,
2129215,Fringe-Growth
2129216,2129216
2129217,
2129218,Country Towns
2129219,Country Towns
2129220,2129220
2129221,
2129222,
2129223,Country Towns
2129225,
2129227,Country Towns
2129229,
2129230,Country Towns
2129231,
2129232,2129232
2129233,
2129235,
2129236,2129236
2129237,
2129238,
2129239,Fringe-Growth
2129240,2129240
2129241,Country Towns
2129242,
2129244,2129244
2129245,
2129246,
2129247,
2129248,2129248
2129249,
2129250,
2129251,Fringe-Growth
2129252,2129252
2129253,
2129254,
2129255,Inner Suburbs
2129256,2129256
2129257,
2129258,
2129259,
2129260,2129260
2129261,
2129262,
2129263,
2129264,2129264
2129265,
2129266,
2129267,Fringe-Growth
2129268,2129268
2129269,
2129301,
2129302,
2129303,Country Towns
2129304,2129304
2129305,
2129306,
2129308,2129308
2129309,Country Towns
2129310,
2129311,Country Towns
2129312,2129312
2129313,
2129314,
2129315,
2129316,2129316
2129317,
2129318,
2129319,
2129320,2129320
2129321,
2129322,
2129323,
2129324,2129324
2129325,
2129326,
2129327,Fringe-Growth
2129328,2129328
2129329,
2129331,
2129332,2129332
2129333,
2129334,Country Towns
2129335,
2129336,2129336
2129337,
2129338,
2129339,
2129340,2129340
2129341,
2129342,
2129343,
2129344,2129344
2129345,Inner Suburbs
2129346,
2129347,
2129348,2129348
2129349,
2129350,Country Towns
2129351,Inner Suburbs
2129352,2129352
2129353,
2129355,
2129356,2129356
2129357,
2129401,
2129404,2129404
2129405,
2129408,2129408
2129409,
2129411,Fringe-Growth
2129412,2129412
2129413,
2129414,
2129415,
2129416,2129416
2129417,
2129418,
2129419,
2129420,2129420
2129421,
2129422,
2129424,2129424
2129425,
2129426,
2129427,Fringe-Growth
2129428,2129428
2129429,
2129432,2129432
2129433,
2129434,
2129435,
2129438,
2129439,Migrants
2129441,
2129442,
2129443,
2129445,
2129446,
2129447,
2129448,2129448
2129449,
2129450,
2129451,Migrants
2129452,2129452
2129453,
2129454,
2129455,
2129456,2129456
2129457,
2129458,
2129459,Fringe-Growth
2129460,2129460
2129461,
2129462,
2129463,Migrants
2129464,2129464
2129465,
2129466,
2129467,Migrants
2129468,2129468
2129469,
2129501,
2129504,2129504
2129505,
2129506,
2129507,Migrants
2129508,2129508
2129510,
2129511,Remote
2129512,2129512
2129513,
2129514,
2129515,Migrants
2129516,2129516
2129517,
2129518,
2129519,Migrants
2129520,2129520
2129521,
2129522,
2129523,Migrants
2129524,2129524
2129525,
2129526,
2129701,
2129702,
2129703,Migrants
2129704,2129704
2129705,
2129706,
2129707,Migrants
2129708,2129708
2129709,
2129710,
2129711,Migrants
2129712,2129712
2129713,Inner Suburbs
2129714,
2129715,Migrants
2129716,2129716
2129717,
2129718,
2129719,Migrants
2129721,
2129722,
2129723,Migrants
2129724,2129724
2129725,
2129726,
2129901,
2129902,
2129903,Migrants
2129904,2129904
2129905,
2129906,
2129908,2129908
2129909,
2129910,
2129911,Migrants
2129912,2129912
2129913,
2129914,
2129915,
2129916,2129916
2129917,
2129918,
2129919,
2129920,2129920
2130001,Country Towns
2130002,
2130003,Country Towns
2130004,2130004
2130005,Country Towns
2130006,
2130007,Country Towns
2130008,2130008
2130009,Country Towns
2130010,
2130013,
2130016,2130016
2130017,Country Towns
2130018,Country Towns
2130019,Country Towns
2130021,Country Towns
2130022,Country Towns
2130023,Fringe-Growth
2130024,2130024
2130025,Country Towns
2130026,Country Towns
2130027,Country Towns
2130028,2130028
2130029,Country Towns
2130030,Country Towns
2130031,Country Towns
2130032,2130032
2130033,Country Towns
2130034,
2130035,Country Towns
2130037,
2130038,Country Towns
2130039,Country Towns
2130040,2130040
2130041,
2130042,
2130043,Migrants
2130044,2130044
2130045,Country Towns
2130046,
2130047,Migrants
2130048,2130048
2130049,
2130050,
2130052,2130052
2130053,
2130054,
2130055,Fringe-Growth
2130056,2130056
2130101,
2130102,
2130103,Fringe-Growth
2130104,2130104
2130105,
2130108,2130108
2130109,
2130110,Country Towns
2130111,Fringe-Growth
2130113,
2130114,
2130115,Fringe-Growth
2130116,2130116
2130117,
2130118,
2130119,Fringe-Growth
2130120,2130120
2130121,
2130122,
2130123,
2130124,2130124
2130125,
2130126,
2130127,Fringe-Growth
2130128,2130128
2130129,
2130130,
2130131,Fringe-Growth
2130132,2130132
2130133,
2130134,
2130135,
2130136,2130136
2130137,
2130201,
2130202,
2130203,Fringe-Growth
2130204,2130204
2130205,
2130206,
2130207,Migrants
2130208,2130208
2130209,Country Towns
2130210,
2130211,
2130212,2130212
2130214,
2130215,
2130216,2130216
2130217,Country Towns
2130219,
2130220,2130220
2130221,
2130222,
2130223,
2130224,2130224
2130225,
2130228,2130228
2130229,
2130230,
2130231,Fringe-Growth
2130232,2130232
2130233,
2130234,
2130235,Migrants
2130236,2130236
2130237,
2130238,
2130239,Migrants
2130240,2130240
2130241,
2130242,
2130243,Migrants
2130301,
2130302,
2130303,
2130305,Country Towns
2130306,
2130307,
2130308,2130308
2130309,
2130310,
2130311,Country Towns
2130312,2130312
2130313,
2130314,Country Towns
2130315,Fringe-Growth
2130316,2130316
2130317,
2130318,
2130319,Fringe-Growth
2130401,
2130402,
2130403,Fringe-Growth
2130404,2130404
2130405,
2130406,
2130407,Fringe-Growth
2130408,2130408
2130412,2130412
2130413,
2130414,
2130416,2130416
2130417,
2130418,
2130419,Fringe-Growth
2130420,2130420
2130421,
2130422,
2130423,Fringe-Growth
2130424,2130424
2130425,
2130426,
2130427,
2130428,2130428
2130429,
2130430,
2130431,Country Towns
2130432,2130432
2130433,
2130434,
2130445,
2130501,
2130502,
2130503,Migrants
2130504,2130504
2130505,
2130506,
2130507,Migrants
2130508,2130508
2130509,
2130510,
2130511,Migrants
2130512,2130512
2130513,
2130514,
2130515,Migrants
2130516,2130516
2130517,
2130518,
2130519,Migrants
2130520,2130520
2130521,
2130522,
2130523,Migrants
2130524,2130524
2130525,
2130527,Migrants
2130528,2130528
2130529,
2130530,
2130531,Migrants
2130532,2130532
2130533,
2130534,
2130535,Migrants
2130536,2130536
2130537,
2130538,
2130539,Migrants
2130540,2130540
2130541,
2130542,
2130544,2130544
2130545,
2130546,
2130547,Migrants
2130548,2130548
2130549,
2130550,
2130551,Migrants
2130601,
2130602,
2130603,Migrants
2130605,
2130606,
2130607,Migrants
2130608,2130608
2130611,Migrants
2130612,2130612
2130614,
2130615,Migrants
2130616,2130616
2130617,
2130618,
2130619,Migrants
2130620,2130620
2130621,
2130622,
2130623,Migrants
2130624,2130624
2130625,
2130626,
2130627,Migrants
2130628,2130628
2130629,
2130630,
2130631,Migrants
2130801,
2130802,
2130803,
2130804,2130804
2130805,
2130806,
2130808,2130808
2130809,
2130810,
2130811,
2130812,2130812
2130813,
2130814,
2130815,
2130816,2130816
2130817,
2130818,
2130819,
2130820,2130820
2130821,Country Towns
2130822,Country Towns
2130901,
2130902,
2130903,Migrants
2130904,2130904
2130905,
2130906,
2130907,Migrants
2130908,2130908
2130909,
2130910,
2130911,Migrants
